Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer,Yield,Rainfall
33.6,55.53,49.42,Black,Barley,6,18,22,10/26/2026,22.34,113.43
38.22,70.16,57.22,Clayey,Maize,7,0,9,Urea,20.86,137.64
30.18,51.81,29.94,Loamy,Barley,11,11,27,20-20,18.52,109.42
25.29,59.98,64.0,Red,Paddy,8,2,12,28-28,22.1,134.49
28.19,58.08,28.22,Red,Millets,17,1,33,28-28,19.1,125.4
36.38,70.01,60.43,Loamy,Maize,40,2,4,DAP,25.99,133.57
29.04,51.75,59.95,Sandy,Oil seeds,18,0,38,14-35-14,25.57,111.5
24.23,60.43,28.52,Loamy,Tobacco,11,21,16,14-35-14,18.95,136.68
29.4,63.14,41.1,Red,Sugarcane,10,4,40,17-17-17,22.63,129.89
38.43,75.91,25.65,Loamy,Tobacco,14,4,36,10/26/2026,20.82,147.5
28.98,50.38,56.54,Loamy,Barley,12,0,11,14-35-14,19.8,114.0
27.21,57.02,67.38,Red,Maize,40,0,4,28-28,25.78,124.42
29.16,52.87,32.38,Loamy,Cotton,8,0,14,17-17-17,15.06,125.77
26.2,58.33,54.24,Sandy,Sugarcane,13,0,35,14-35-14,23.88,131.31
21.05,42.39,70.0,Black,Barley,12,3,8,Urea,21.69,103.29
31.39,65.28,47.83,Black,Tobacco,39,1,0,14-35-14,22.09,133.17
30.04,44.38,31.72,Sandy,Wheat,16,0,14,20-20,15.28,98.59
26.62,52.74,33.14,Red,Maize,15,3,45,28-28,21.35,117.71
29.37,46.93,59.62,Sandy,Cotton,12,0,4,20-20,19.02,104.46
24.04,48.68,40.49,Sandy,Tobacco,7,4,31,20-20,19.27,110.63
28.58,67.94,28.77,Black,Ground Nuts,37,0,0,Urea,18.1,144.41
29.46,52.94,48.45,Clayey,Paddy,10,11,19,20-20,20.98,107.72
23.62,47.19,34.46,Loamy,Pulses,15,1,42,DAP,20.31,118.64
27.88,43.64,55.1,Red,Barley,5,0,17,DAP,18.68,104.24
32.45,66.79,49.1,Red,Cotton,14,3,11,14-35-14,20.7,135.36
29.09,57.69,56.66,Red,Ground Nuts,12,0,14,Urea,21.0,123.83
28.78,57.35,64.43,Sandy,Oil seeds,31,3,0,20-20,23.72,123.96
25.5,45.0,31.33,Clayey,Millets,34,0,0,20-20,15.87,96.6
26.98,68.44,39.49,Loamy,Pulses,36,0,3,20-20,20.59,148.62
24.19,50.1,34.02,Black,Pulses,15,0,40,28-28,20.06,123.47
28.26,55.11,46.68,Clayey,Paddy,15,3,12,14-35-14,19.35,122.22
32.63,56.39,70.0,Loamy,Sugarcane,41,3,0,20-20,26.24,115.39
30.92,56.11,55.05,Clayey,Barley,13,0,11,28-28,20.22,110.44
32.75,69.48,55.67,Clayey,Cotton,21,4,17,Urea,24.38,137.65
38.36,75.41,34.95,Red,Wheat,11,13,34,20-20,23.23,154.1
24.05,53.45,32.5,Loamy,Cotton,17,19,13,14-35-14,19.2,123.79
38.64,57.63,62.51,Sandy,Millets,7,7,29,17-17-17,24.72,108.68
29.68,62.09,51.54,Clayey,Wheat,13,3,34,DAP,24.02,134.94
28.58,61.21,35.39,Sandy,Wheat,17,3,10,Urea,17.7,127.71
30.2,51.36,29.87,Loamy,Maize,33,0,0,DAP,16.06,104.3
23.88,54.05,34.53,Sandy,Sugarcane,1,22,15,10/26/2026,18.01,119.68
24.53,47.17,38.35,Sandy,Tobacco,32,0,0,Urea,17.19,114.13
40.0,73.73,30.74,Red,Cotton,12,0,38,10/26/2026,21.02,134.95
30.99,55.81,33.94,Clayey,Ground Nuts,6,1,10,14-35-14,14.92,116.82
32.0,44.93,39.49,Clayey,Ground Nuts,41,3,0,17-17-17,18.99,99.82
30.08,52.42,26.72,Red,Ground Nuts,3,9,27,10/26/2026,16.44,109.36
26.79,49.37,43.82,Red,Pulses,5,0,16,17-17-17,16.85,117.18
25.77,47.79,44.15,Sandy,Maize,33,4,0,17-17-17,19.16,111.83
31.83,62.84,55.56,Black,Cotton,9,15,15,14-35-14,23.25,132.94
26.57,60.41,53.33,Red,Maize,8,8,18,Urea,21.81,126.08
27.96,62.45,52.25,Red,Paddy,14,11,28,20-20,24.64,134.17
27.01,52.69,27.55,Sandy,Cotton,18,0,36,DAP,18.88,116.21
26.62,49.63,47.94,Sandy,Millets,22,0,21,28-28,21.0,114.18
26.5,59.39,29.76,Black,Cotton,9,4,10,DAP,15.34,131.45
29.85,48.0,20.0,Red,Barley,5,5,26,17-17-17,14.2,100.52
31.28,71.0,67.55,Red,Oil seeds,26,4,22,28-28,28.41,150.3
31.03,56.07,46.54,Sandy,Ground Nuts,9,0,10,DAP,17.77,119.62
28.53,50.22,28.54,Sandy,Sugarcane,12,0,12,28-28,14.33,107.36
31.99,68.1,31.15,Loamy,Ground Nuts,0,15,21,17-17-17,18.44,134.65
27.62,54.8,31.39,Red,Paddy,17,0,22,DAP,17.61,122.32
25.22,48.85,64.83,Clayey,Sugarcane,5,0,9,DAP,19.95,109.69
27.44,49.87,29.06,Black,Pulses,43,3,0,14-35-14,17.7,101.83
37.45,74.47,28.23,Red,Cotton,10,2,28,Urea,19.09,148.98
34.81,64.86,33.36,Black,Oil seeds,16,0,39,10/26/2026,21.41,131.98
26.17,55.85,65.64,Loamy,Maize,9,9,32,20-20,26.21,119.66
33.55,63.26,49.37,Black,Sugarcane,4,6,19,DAP,20.55,132.04
30.57,51.96,42.72,Sandy,Wheat,23,1,22,DAP,20.64,117.03
37.14,69.78,61.72,Sandy,Ground Nuts,17,0,35,17-17-17,27.12,131.46
32.97,79.08,28.62,Loamy,Millets,9,4,41,14-35-14,21.73,162.1
34.1,66.26,41.39,Sandy,Tobacco,6,2,9,10/26/2026,17.45,132.57
23.94,60.79,50.62,Red,Sugarcane,2,17,13,20-20,21.0,144.17
26.45,51.02,41.39,Loamy,Barley,14,0,11,14-35-14,17.13,117.05
27.91,56.12,55.18,Sandy,Barley,32,0,1,Urea,21.6,118.58
24.34,62.48,28.71,Loamy,Paddy,17,0,10,DAP,16.04,141.91
35.04,52.38,29.33,Red,Paddy,18,0,20,10/26/2026,16.8,107.31
29.04,45.29,36.71,Clayey,Cotton,9,4,33,28-28,18.77,100.06
26.81,64.56,70.0,Clayey,Pulses,9,16,10,14-35-14,25.71,145.93
32.4,61.69,38.95,Black,Paddy,9,4,36,10/26/2026,21.31,128.45
20.3,51.89,24.85,Black,Millets,18,10,11,20-20,16.01,129.27
37.37,58.9,54.37,Clayey,Sugarcane,10,18,8,14-35-14,22.16,125.76
32.64,56.48,33.02,Sandy,Paddy,1,15,16,DAP,17.05,125.05
35.42,55.91,25.75,Clayey,Paddy,12,4,37,28-28,18.69,109.15
35.12,60.79,26.45,Sandy,Paddy,27,4,22,10/26/2026,19.32,113.79
31.46,59.07,67.98,Clayey,Paddy,16,0,38,20-20,27.6,120.86
35.93,61.57,37.5,Loamy,Ground Nuts,8,9,31,28-28,20.86,115.39
20.63,44.57,64.79,Clayey,Tobacco,36,1,3,Urea,23.42,112.03
29.83,63.99,61.91,Clayey,Paddy,9,10,34,17-17-17,26.73,135.94
26.37,58.84,50.54,Clayey,Barley,13,10,25,28-28,23.19,129.02
25.42,58.73,53.39,Red,Oil seeds,4,11,27,Urea,22.85,124.85
33.06,62.55,67.51,Black,Paddy,11,16,14,17-17-17,25.91,131.33
24.37,42.57,25.32,Red,Millets,12,2,6,17-17-17,12.32,101.52
37.26,67.14,45.88,Sandy,Oil seeds,18,3,16,20-20,21.44,138.68
22.49,47.55,30.52,Black,Wheat,40,0,0,17-17-17,16.86,118.31
31.89,62.35,27.3,Black,Cotton,8,0,43,14-35-14,19.34,135.49
29.67,64.14,54.58,Black,Millets,10,8,25,14-35-14,23.78,140.21
37.95,60.75,56.21,Loamy,Sugarcane,35,2,0,17-17-17,22.87,112.33
35.78,62.29,42.45,Loamy,Ground Nuts,1,23,22,17-17-17,21.62,119.15
30.73,70.83,42.3,Clayey,Wheat,11,1,12,28-28,19.14,136.52
31.43,49.67,32.78,Clayey,Millets,9,2,33,20-20,18.12,99.99
23.5,46.98,44.43,Sandy,Sugarcane,1,20,20,17-17-17,19.73,114.95
28.49,56.61,36.96,Red,Barley,6,0,12,Urea,15.75,129.12
31.64,69.93,26.31,Loamy,Oil seeds,17,0,12,20-20,16.61,144.03
29.38,53.5,37.11,Clayey,Barley,9,1,3,14-35-14,14.72,123.76
30.63,48.47,42.44,Red,Millets,45,0,1,10/26/2026,20.23,96.5
22.8,50.13,24.57,Sandy,Maize,11,3,44,14-35-14,18.63,125.59
32.25,63.55,56.37,Loamy,Oil seeds,11,3,39,14-35-14,25.58,140.51
28.23,46.91,30.9,Sandy,Ground Nuts,14,17,9,14-35-14,16.87,103.87
31.75,46.07,32.2,Red,Pulses,39,3,3,20-20,17.8,108.02
28.62,60.33,42.04,Sandy,Wheat,12,0,12,20-20,18.04,128.58
32.22,48.92,28.62,Black,Sugarcane,11,1,34,DAP,17.52,105.7
24.96,57.15,41.93,Loamy,Millets,22,0,23,Urea,20.85,135.44
24.72,49.17,70.0,Loamy,Barley,16,0,33,28-28,26.27,122.04
30.52,69.57,57.08,Red,Barley,8,0,11,28-28,21.22,146.98
35.87,63.1,51.54,Clayey,Tobacco,12,10,13,28-28,21.87,129.42
30.23,51.35,46.67,Black,Maize,38,0,0,28-28,20.17,111.74
34.48,80.0,52.95,Red,Tobacco,41,3,4,DAP,25.79,157.39
27.91,58.92,33.61,Red,Cotton,24,0,24,14-35-14,19.81,129.14
28.2,46.89,48.92,Black,Sugarcane,9,7,33,14-35-14,21.82,107.0
27.32,55.2,41.01,Black,Barley,10,2,40,28-28,21.52,108.88
23.91,44.08,34.26,Red,Maize,16,0,17,14-35-14,16.21,100.25
27.49,50.47,40.81,Clayey,Wheat,32,2,0,Urea,18.31,115.37
33.2,59.06,38.13,Black,Paddy,35,1,3,28-28,19.38,117.83
26.61,64.82,70.0,Black,Paddy,9,7,16,17-17-17,25.28,143.9
26.96,57.09,63.16,Black,Cotton,13,4,41,DAP,27.04,124.68
32.7,66.93,54.09,Black,Barley,9,8,34,28-28,25.16,131.8
30.35,64.11,45.1,Sandy,Sugarcane,34,0,4,14-35-14,21.13,133.88
38.32,58.04,29.6,Black,Barley,4,13,32,14-35-14,19.07,108.65
38.87,66.29,56.82,Black,Millets,42,3,0,28-28,24.74,112.95
25.68,65.12,32.55,Clayey,Millets,11,1,35,10/26/2026,20.07,150.52
28.68,54.9,52.05,Black,Ground Nuts,11,4,6,20-20,19.05,127.75
22.25,51.9,65.54,Loamy,Tobacco,13,0,19,28-28,23.1,116.59
22.04,60.41,51.67,Sandy,Paddy,19,0,19,17-17-17,22.08,144.58
21.1,51.51,46.0,Clayey,Oil seeds,9,20,19,10/26/2026,21.55,122.87
28.23,63.31,41.67,Loamy,Cotton,17,0,15,DAP,19.46,136.8
22.8,50.11,38.86,Loamy,Cotton,18,0,16,10/26/2026,17.88,121.17
29.82,63.7,20.39,Red,Paddy,4,9,30,14-35-14,16.9,134.39
25.57,54.15,30.23,Red,Barley,43,0,3,DAP,18.36,120.98
38.7,70.68,55.4,Sandy,Paddy,11,0,33,DAP,24.75,136.85
29.85,48.35,49.94,Red,Tobacco,4,9,37,20-20,22.32,103.81
29.5,46.63,46.49,Clayey,Cotton,27,4,16,17-17-17,21.01,105.99
28.04,63.25,67.45,Black,Maize,14,2,35,Urea,27.46,134.48
29.12,44.13,29.35,Red,Pulses,14,3,10,DAP,14.33,98.73
26.52,58.92,34.29,Clayey,Tobacco,5,9,34,DAP,19.95,130.93
21.31,57.18,24.62,Red,Cotton,22,0,16,10/26/2026,16.34,131.96
28.53,56.5,53.26,Loamy,Tobacco,21,0,23,28-28,22.9,127.97
29.74,67.01,62.02,Loamy,Paddy,15,11,15,17-17-17,25.26,151.35
31.09,49.95,49.7,Loamy,Sugarcane,7,13,18,17-17-17,20.64,101.63
30.64,48.22,36.77,Sandy,Ground Nuts,18,1,25,14-35-14,18.78,103.79
25.61,54.53,30.19,Black,Sugarcane,6,9,28,14-35-14,17.94,115.07
27.97,47.17,23.87,Clayey,Pulses,7,0,10,17-17-17,12.04,109.43
33.96,74.09,54.5,Black,Pulses,33,2,0,Urea,23.56,144.56
31.13,63.28,33.21,Clayey,Ground Nuts,31,0,0,20-20,17.62,128.39
30.16,48.47,29.99,Black,Cotton,11,0,12,DAP,14.3,108.46
27.03,54.61,29.22,Sandy,Tobacco,17,1,36,14-35-14,19.41,126.37
34.33,61.44,37.09,Black,Millets,11,0,14,28-28,17.31,135.55
32.45,57.39,37.81,Loamy,Wheat,38,0,0,20-20,19.0,116.22
20.25,57.16,58.47,Sandy,Maize,10,13,13,28-28,22.81,132.88
29.45,64.13,38.78,Loamy,Cotton,18,4,22,17-17-17,20.77,140.88
33.61,71.46,47.12,Loamy,Pulses,20,0,20,DAP,22.57,151.62
27.8,66.95,64.26,Clayey,Wheat,14,11,34,10/26/2026,28.4,144.68
26.61,57.49,20.0,Loamy,Sugarcane,17,0,42,17-17-17,18.6,127.81
22.94,62.54,60.3,Sandy,Maize,7,3,19,Urea,22.66,142.96
21.09,58.26,53.18,Sandy,Pulses,25,0,22,DAP,23.51,138.41
26.66,64.42,45.56,Sandy,Oil seeds,23,0,24,14-35-14,22.6,136.05
27.71,49.09,20.19,Loamy,Oil seeds,14,2,40,17-17-17,17.35,105.54
29.06,51.8,55.09,Sandy,Barley,15,4,37,Urea,24.6,104.87
30.52,56.23,50.8,Red,Pulses,35,2,2,20-20,21.63,116.02
34.08,50.64,63.2,Sandy,Cotton,9,5,28,DAP,24.0,103.96
27.39,44.22,57.71,Clayey,Oil seeds,42,0,0,14-35-14,22.26,106.19
35.58,59.73,38.2,Red,Pulses,11,0,40,10/26/2026,21.26,124.56
31.55,56.81,69.3,Red,Sugarcane,11,9,17,10/26/2026,25.09,116.75
21.26,40.17,21.0,Loamy,Wheat,13,10,12,14-35-14,13.47,93.3
23.21,54.01,47.49,Loamy,Wheat,11,14,19,DAP,21.5,131.07
24.72,56.71,42.09,Clayey,Tobacco,21,0,25,DAP,20.99,129.83
30.01,73.84,51.09,Clayey,Barley,38,1,0,28-28,23.45,152.72
26.1,43.22,23.24,Sandy,Millets,8,0,7,14-35-14,11.22,96.51
30.85,57.89,52.46,Loamy,Sugarcane,11,4,12,17-17-17,20.33,110.75
31.0,66.62,40.41,Black,Maize,8,0,10,17-17-17,17.44,135.13
32.4,63.31,54.7,Red,Barley,36,0,0,14-35-14,22.67,129.33
29.03,60.03,35.31,Loamy,Maize,33,2,3,10/26/2026,18.77,122.91
32.36,59.53,47.64,Red,Barley,8,4,14,10/26/2026,19.38,123.0
30.19,57.73,35.0,Loamy,Barley,6,10,25,28-28,18.92,122.16
29.96,55.46,24.12,Loamy,Cotton,8,19,16,Urea,16.82,115.82
36.83,69.28,25.17,Red,Wheat,17,0,28,28-28,18.71,136.18
26.95,60.64,35.66,Red,Barley,35,4,3,Urea,19.5,130.96
31.23,44.6,25.08,Red,Maize,17,3,12,DAP,14.28,96.34
33.78,51.39,47.6,Black,Cotton,9,9,34,28-28,22.46,103.27
30.05,43.14,35.86,Loamy,Ground Nuts,31,3,0,DAP,16.59,86.76
32.02,65.43,53.07,Loamy,Sugarcane,7,14,32,Urea,25.11,135.07
32.6,70.04,38.74,Black,Oil seeds,45,1,3,14-35-14,22.1,138.69
30.26,62.42,39.3,Clayey,Ground Nuts,5,10,28,20-20,20.55,139.07
32.38,64.54,42.94,Sandy,Oil seeds,38,3,1,14-35-14,21.34,134.78
26.34,51.73,64.26,Red,Maize,6,4,10,14-35-14,21.03,121.38
35.41,64.82,37.5,Red,Tobacco,6,13,28,20-20,21.03,123.6
36.97,62.88,35.83,Clayey,Maize,39,0,0,20-20,19.3,122.98
37.09,64.38,48.85,Black,Maize,9,9,13,Urea,20.86,123.97
27.52,63.71,48.66,Sandy,Sugarcane,8,0,7,28-28,18.35,142.27
24.48,64.2,53.94,Red,Pulses,10,4,33,10/26/2026,24.26,142.11
25.66,59.28,49.09,Black,Barley,10,0,17,10/26/2026,19.8,133.16
21.42,48.7,23.99,Sandy,Wheat,15,15,14,28-28,16.27,101.22
27.59,55.45,46.99,Sandy,Wheat,27,3,24,28-28,23.04,117.78
25.31,54.96,42.95,Loamy,Paddy,10,1,32,20-20,20.54,121.51
27.77,46.81,52.26,Loamy,Sugarcane,25,1,22,DAP,22.33,103.28
27.99,49.45,28.34,Loamy,Oil seeds,5,1,10,14-35-14,13.01,111.66
25.31,52.69,46.3,Red,Tobacco,10,16,16,14-35-14,20.83,121.42
20.9,47.22,38.74,Loamy,Paddy,18,4,20,20-20,18.77,114.11
38.93,73.79,39.95,Red,Maize,17,3,12,10/26/2026,20.17,144.9
32.5,52.21,45.37,Sandy,Millets,11,0,33,Urea,20.89,106.99
27.51,56.22,31.72,Clayey,Tobacco,17,0,20,28-28,17.52,121.6
30.2,52.48,47.01,Black,Millets,17,0,23,17-17-17,20.65,111.74
30.46,57.4,50.66,Red,Cotton,10,6,25,Urea,22.02,120.4
29.85,70.42,53.9,Loamy,Millets,5,13,15,20-20,22.77,152.36
32.1,63.87,62.18,Loamy,Paddy,14,17,9,17-17-17,24.82,135.94
29.02,56.08,69.64,Sandy,Tobacco,41,0,3,20-20,26.14,125.17
37.77,68.79,52.51,Black,Pulses,40,0,1,17-17-17,23.53,135.1
28.96,44.12,38.64,Sandy,Barley,38,3,1,20-20,18.44,89.46
30.78,67.39,59.69,Black,Pulses,6,7,29,20-20,24.98,133.56
32.45,58.34,40.46,Red,Pulses,20,2,23,20-20,20.68,127.92
29.13,44.19,38.55,Sandy,Millets,14,3,9,20-20,16.03,97.11
22.56,53.06,45.6,Loamy,Tobacco,32,1,4,14-35-14,19.98,127.28
24.66,54.0,32.86,Clayey,Sugarcane,39,0,4,14-35-14,18.42,120.1
32.23,60.35,52.66,Black,Pulses,7,0,12,Urea,19.42,129.08
33.28,59.63,23.84,Clayey,Millets,10,5,29,10/26/2026,17.33,124.75
30.38,53.03,38.43,Red,Oil seeds,22,0,23,14-35-14,19.74,118.34
33.24,67.38,66.34,Clayey,Oil seeds,33,1,1,10/26/2026,25.26,140.63
24.63,45.95,37.32,Clayey,Sugarcane,11,2,39,17-17-17,19.86,106.45
30.39,55.03,47.02,Red,Millets,37,0,0,14-35-14,20.46,115.08
21.24,47.35,32.53,Clayey,Ground Nuts,28,0,20,14-35-14,18.44,114.87
20.85,58.5,65.7,Black,Barley,34,0,1,20-20,24.24,130.85
30.07,53.75,28.21,Sandy,Pulses,13,3,42,14-35-14,19.72,111.8
25.05,54.36,40.75,Black,Sugarcane,8,0,37,10/26/2026,20.34,126.01
28.08,63.94,40.47,Red,Pulses,26,2,16,Urea,21.09,136.7
26.74,46.67,64.2,Sandy,Sugarcane,36,2,0,14-35-14,23.21,107.85
35.21,54.52,33.97,Sandy,Maize,10,1,5,14-35-14,14.65,105.98
32.32,54.98,49.88,Sandy,Sugarcane,12,0,8,10/26/2026,18.47,107.41
30.34,56.6,37.66,Sandy,Oil seeds,13,0,13,28-28,17.09,117.19
28.58,65.43,55.68,Black,Sugarcane,22,0,21,Urea,24.13,143.41
32.16,62.99,55.68,Red,Barley,8,10,14,17-17-17,22.23,127.3
31.59,52.6,26.27,Red,Barley,11,1,37,17-17-17,17.86,123.44
30.47,71.93,28.93,Clayey,Wheat,15,4,42,DAP,22.13,145.24
33.94,69.58,46.01,Red,Barley,4,21,24,28-28,23.51,144.17
40.0,61.0,41.55,Red,Maize,13,0,37,17-17-17,21.91,110.56
30.63,52.83,40.16,Clayey,Pulses,23,0,28,28-28,20.96,119.04
32.25,54.93,32.87,Red,Cotton,5,4,30,Urea,17.92,114.53
31.06,58.28,27.05,Red,Pulses,21,3,21,17-17-17,17.99,115.89
30.28,50.57,45.48,Clayey,Tobacco,14,4,5,14-35-14,17.6,111.94
34.28,70.67,55.22,Sandy,Tobacco,9,13,12,Urea,23.21,138.57
23.05,52.71,38.47,Loamy,Cotton,6,13,17,14-35-14,18.37,127.26
31.1,68.24,34.24,Red,Millets,14,0,12,28-28,17.57,140.8
37.04,63.65,37.66,Clayey,Maize,10,9,29,17-17-17,21.1,122.43
38.43,57.96,69.57,Clayey,Cotton,11,0,38,10/26/2026,27.06,117.75
32.22,54.27,38.62,Black,Ground Nuts,35,0,3,28-28,18.85,119.06
40.0,74.57,47.73,Sandy,Wheat,36,0,0,20-20,22.4,148.51
33.61,58.4,53.84,Black,Pulses,12,7,35,10/26/2026,24.71,111.98
26.21,55.82,40.52,Black,Millets,10,7,29,17-17-17,20.59,115.65
33.44,74.2,47.96,Sandy,Ground Nuts,6,13,30,28-28,24.36,157.62
34.14,73.42,43.02,Sandy,Barley,45,0,0,20-20,22.7,142.6
39.52,67.73,51.76,Sandy,Sugarcane,11,4,26,10/26/2026,23.27,134.81
40.0,77.82,37.44,Red,Wheat,40,3,3,Urea,22.17,143.9
27.95,53.87,46.04,Clayey,Maize,7,4,13,14-35-14,18.2,116.43
39.18,73.57,58.33,Red,Maize,9,17,18,DAP,25.62,137.45
33.75,69.57,30.0,Loamy,Sugarcane,11,0,11,28-28,16.26,145.65
27.3,49.58,30.5,Clayey,Maize,5,9,25,20-20,16.91,109.38
32.94,51.34,51.7,Clayey,Maize,33,1,4,28-28,21.17,104.07
32.4,61.14,47.06,Black,Wheat,17,4,37,20-20,24.23,123.55
32.91,58.24,59.48,Sandy,Barley,10,22,22,10/26/2026,25.82,126.56
30.55,64.61,50.52,Sandy,Pulses,11,0,8,DAP,19.41,139.06
31.55,43.6,51.07,Red,Cotton,13,0,12,DAP,18.32,86.63
33.23,66.86,28.43,Sandy,Tobacco,24,0,17,Urea,18.52,130.3
26.63,59.52,31.78,Red,Oil seeds,16,0,22,17-17-17,18.01,127.63
29.89,58.63,68.75,Sandy,Millets,7,8,27,10/26/2026,25.91,136.93
33.19,68.69,31.4,Black,Pulses,9,4,32,20-20,19.9,144.62
29.76,65.67,57.62,Red,Pulses,36,0,0,20-20,23.49,132.86
35.42,62.94,37.99,Sandy,Tobacco,10,0,43,DAP,21.84,122.49
35.64,61.77,28.86,Red,Millets,18,0,16,DAP,17.05,113.55
29.43,66.72,40.93,Black,Wheat,12,4,11,17-17-17,18.91,141.25
28.46,63.35,51.28,Sandy,Maize,12,2,31,Urea,23.34,138.84
23.12,47.76,27.04,Black,Ground Nuts,12,1,15,14-35-14,14.38,109.01
26.9,71.54,43.14,Red,Tobacco,25,0,23,20-20,22.98,150.98
28.92,72.65,58.39,Sandy,Tobacco,3,7,25,10/26/2026,24.19,147.45
30.08,54.89,41.18,Black,Millets,20,2,16,28-28,19.43,119.89
27.52,65.37,24.05,Loamy,Paddy,33,0,0,10/26/2026,16.3,145.26
23.17,50.04,33.92,Clayey,Wheat,8,15,11,Urea,16.89,125.14
23.79,58.36,23.74,Red,Barley,11,13,32,17-17-17,18.98,124.7
39.81,59.87,36.5,Loamy,Oil seeds,19,0,39,28-28,21.99,111.57
32.65,57.34,24.75,Red,Millets,19,0,24,28-28,17.13,117.74
28.79,52.18,55.68,Sandy,Millets,14,0,12,10/26/2026,20.25,111.5
24.47,49.03,26.52,Clayey,Cotton,7,5,33,14-35-14,16.96,108.05
33.78,59.21,54.84,Black,Wheat,24,2,14,Urea,22.89,114.33
26.11,42.23,33.59,Black,Millets,41,0,0,DAP,17.09,101.16
27.98,66.44,24.95,Red,Ground Nuts,43,0,0,DAP,18.08,147.8
29.68,59.22,36.21,Red,Barley,30,0,0,DAP,17.66,121.96
40.0,65.25,38.68,Black,Pulses,8,0,42,Urea,21.76,120.46
29.82,66.48,26.27,Clayey,Sugarcane,26,0,24,14-35-14,19.4,130.6
32.46,44.86,30.71,Loamy,Sugarcane,41,0,0,17-17-17,16.78,93.06
36.43,68.37,45.11,Sandy,Tobacco,33,0,1,17-17-17,20.96,125.84
28.53,50.93,32.94,Red,Cotton,8,12,14,Urea,16.78,114.24
26.17,68.6,21.39,Loamy,Oil seeds,5,14,19,28-28,16.84,152.45
22.65,53.88,25.63,Black,Oil seeds,30,0,0,DAP,15.01,122.03
25.65,61.88,34.2,Black,Wheat,11,12,28,Urea,20.68,144.04
35.88,60.02,54.82,Clayey,Paddy,8,11,25,10/26/2026,23.57,123.71
28.12,57.98,53.96,Black,Wheat,6,4,19,14-35-14,20.94,127.45
28.17,63.82,46.27,Red,Wheat,35,0,0,17-17-17,20.89,137.9
25.59,61.86,35.24,Sandy,Cotton,13,0,37,Urea,20.73,132.52
28.26,52.27,34.48,Red,Sugarcane,8,18,11,14-35-14,17.67,117.3
28.77,60.04,35.99,Red,Maize,32,2,4,20-20,18.9,131.23
22.67,44.94,57.31,Loamy,Sugarcane,21,0,19,14-35-14,21.96,116.02
27.56,44.94,44.87,Sandy,Cotton,37,1,0,28-28,19.17,105.68
33.77,55.55,39.11,Red,Paddy,11,4,13,10/26/2026,17.58,113.29
35.02,69.63,29.61,Red,Paddy,11,0,36,10/26/2026,19.94,142.26
29.26,45.19,22.33,Red,Oil seeds,37,0,0,DAP,14.54,101.82
31.71,69.4,32.98,Loamy,Cotton,12,2,9,Urea,16.99,135.93
30.16,60.67,37.22,Loamy,Barley,14,13,9,14-35-14,18.91,129.98
28.65,60.71,44.52,Sandy,Pulses,39,0,1,14-35-14,20.98,127.36
35.76,59.0,37.95,Black,Cotton,15,4,15,20-20,18.59,118.82
31.26,61.46,56.74,Black,Millets,4,13,35,DAP,25.29,127.93
28.83,56.35,43.69,Clayey,Barley,13,0,9,28-28,17.67,118.21
26.81,68.51,57.27,Sandy,Millets,9,15,8,14-35-14,23.11,146.8
32.28,64.92,25.67,Black,Ground Nuts,23,0,25,14-35-14,18.83,136.22
40.0,63.6,26.39,Black,Pulses,11,0,37,17-17-17,18.84,128.34
22.96,56.23,30.77,Clayey,Cotton,18,4,39,Urea,20.93,134.41
29.48,41.38,29.63,Red,Ground Nuts,24,0,20,28-28,16.66,94.94
29.52,62.66,29.65,Loamy,Wheat,8,4,10,14-35-14,15.5,139.17
32.92,58.25,66.52,Clayey,Maize,6,9,27,14-35-14,25.43,114.29
37.61,60.04,49.05,Red,Maize,13,4,39,14-35-14,24.21,122.93
31.96,60.24,45.23,Clayey,Paddy,19,0,39,14-35-14,23.77,130.96
23.7,42.61,38.64,Black,Pulses,7,0,8,17-17-17,14.24,101.29
34.45,67.14,34.11,Sandy,Paddy,15,0,43,10/26/2026,22.24,140.32
27.28,53.74,47.89,Sandy,Cotton,8,0,12,DAP,17.95,120.83
38.56,64.33,25.81,Clayey,Wheat,14,0,18,10/26/2026,16.39,122.68
38.58,73.91,42.11,Clayey,Wheat,7,0,39,20-20,22.71,139.52
27.56,59.15,37.01,Sandy,Pulses,32,0,1,28-28,18.27,128.56
27.37,64.83,49.57,Sandy,Millets,21,0,25,Urea,23.3,148.42
30.47,57.1,59.57,Sandy,Wheat,10,4,5,DAP,20.47,121.29
26.9,53.02,26.55,Sandy,Paddy,14,13,12,14-35-14,16.46,121.25
29.88,58.26,34.56,Red,Maize,5,21,19,14-35-14,19.49,113.81
27.71,44.46,32.7,Black,Wheat,23,0,25,Urea,18.19,94.16
23.54,58.86,47.16,Sandy,Sugarcane,40,0,0,28-28,21.32,130.11
24.47,59.99,64.4,Sandy,Wheat,12,0,11,17-17-17,22.33,141.04
38.93,50.59,50.36,Red,Sugarcane,10,0,43,10/26/2026,23.08,88.88
25.11,48.56,39.33,Clayey,Sugarcane,40,0,0,28-28,18.72,109.17
31.42,61.64,53.25,Red,Maize,9,22,21,DAP,24.61,131.01
24.66,55.05,22.56,Loamy,Pulses,10,2,8,DAP,13.02,127.34
31.54,53.53,57.76,Black,Tobacco,10,11,27,28-28,24.11,111.99
